City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,pedernales,18.0384,-71.744,79.23,63,0,1.83,DO,1675809301
275,murgab,37.4966,61.9714,49.87,50,40,6.91,TM,1675809303
276,darhan,49.4867,105.9228,-10.26,98,9,4.63,MN,1675809305
277,sibu,2.3,111.8167,75.51,100,20,0.0,MY,1675809309
278,voh,-20.9667,164.7,83.41,77,100,1.52,NC,1675809311
279,bengkulu,-3.8004,102.2655,74.41,82,93,5.48,ID,1675809312
280,college,64.8569,-147.8028,13.21,78,75,0.0,US,1675809222
281,mabaruma,8.2,-59.7833,72.54,96,22,4.03,GY,1675809319
282,port lincoln,-34.7333,135.8667,69.48,69,3,12.01,AU,1675809050
283,portland,45.5234,-122.6762,50.04,93,100,11.01,US,1675809146
284,salinopolis,-0.6136,-47.3561,78.15,86,78,10.94,BR,1675809298
285,sept-iles,50.2001,-66.3821,19.4,82,75,13.8,CA,1675809327
286,comrie,56.3791,-3.9949,41.83,90,100,5.64,GB,1675809336
287,milkovo,54.7167,158.6167,6.62,95,100,1.72,RU,1675809338
288,antalaha,-14.9003,50.2788,73.72,91,92,5.7,MG,1675809339
289,arraial do cabo,-22.9661,-42.0278,73.26,100,75,5.75,BR,1675809279
290,tessalit,20.1986,1.0114,74.01,15,97,2.66,ML,1675809339
291,dondo,-19.6094,34.7431,81.91,96,31,3.27,MZ,1675809340
292,sassandra,4.95,-6.0833,77.86,90,73,5.61,CI,1675809340
293,evensk,61.95,159.2333,-21.39,75,74,8.84,RU,1675809341
294,kyabe,9.4515,18.9449,80.38,14,1,6.15,TD,1675809341
295,yulara,-25.2406,130.9889,84.6,27,0,7.23,AU,1675809341
296,havelock,34.8791,-76.9013,60.8,59,0,8.05,US,1675809342
297,vanersborg,58.3807,12.3234,41.58,93,100,10.36,SE,1675809342
298,ban phai,16.06,102.731,77.22,68,6,6.96,TH,1675809342
299,saint anthony,45.0205,-93.218,35.89,65,0,12.66,US,1675809179
300,deputatskiy,69.3,139.9,-46.61,99,58,4.25,RU,1675809319
301,umm kaddadah,13.6017,26.6876,61.47,29,20,17.74,SD,1675809343
302,barrow,71.2906,-156.7887,-2.18,78,100,0.0,US,1675809343
303,dingle,10.9995,122.6711,74.21,92,100,7.9,PH,1675809317
304,abengourou,6.7297,-3.4964,74.59,91,100,3.18,CI,1675809344
305,muscle shoals,34.7448,-87.6675,69.94,46,100,8.05,US,1675809344
306,korla,41.7597,86.1469,29.39,85,73,1.68,CN,1675809344
307,pakokku,21.3333,95.1,63.43,47,0,4.12,MM,1675809345
308,olafsvik,64.8945,-23.7142,26.83,66,100,26.44,IS,1675809345
309,saint-joseph,-21.3667,55.6167,77.38,81,67,13.87,RE,1675809346
310,angoche,-16.2325,39.9086,77.22,86,100,7.38,MZ,1675809346
311,tombouctou,20.0,-3.0,68.9,18,50,12.19,ML,1675809346
312,kenai,60.5544,-151.2583,29.14,93,100,4.61,US,1675809165
313,geraldton,-28.7667,114.6,66.61,88,100,9.22,AU,1675809109
314,broome,42.2506,-75.833,42.46,67,100,13.0,US,1675809347
315,ossora,59.2353,163.0719,-15.59,88,100,5.99,RU,1675809198
316,san cristobal,7.7669,-72.225,75.38,62,27,1.92,VE,1675809347
317,wilmington,34.2257,-77.9447,61.0,57,96,3.0,US,1675809050
318,xinyu,27.8043,114.9334,50.2,97,100,4.38,CN,1675809348
319,marfino,55.7028,37.3822,21.45,73,75,8.95,RU,1675809348
320,boende,-0.2167,20.8667,80.35,44,98,1.12,CD,1675809348
321,vila velha,-20.3297,-40.2925,80.55,88,40,13.8,BR,1675809349
322,sao joao da barra,-21.6403,-41.0511,78.89,93,100,3.76,BR,1675809349
323,goderich,43.7501,-81.7165,35.92,93,100,12.66,CA,1675809218
324,berekua,15.2333,-61.3167,77.29,78,37,15.08,DM,1675809350
325,nikolskoye,59.7035,30.7861,30.09,88,99,10.07,RU,1675809221
326,arona,28.0996,-16.681,56.82,65,40,5.75,ES,1675809350
327,serebryanyy bor,56.8,124.8,-22.38,100,100,2.1,RU,1675809344
328,pacific grove,36.6177,-121.9166,62.28,71,0,5.99,US,1675809297
329,kharp,66.8014,65.8081,0.9,97,100,6.08,RU,1675809351
330,washougal,45.5826,-122.3534,49.95,93,100,11.99,US,1675809351
331,belmonte,-15.8631,-38.8828,79.29,76,6,10.56,BR,1675809351
332,nhulunbuy,-12.2333,136.7667,81.21,89,75,4.61,AU,1675809352
333,mitu,1.1983,-70.1733,76.51,86,75,2.48,CO,1675809352
334,namibe,-15.1961,12.1522,70.5,75,75,9.24,AO,1675809352
335,sibolga,1.7427,98.7792,73.51,73,100,4.85,ID,1675809353
336,hofn,64.2539,-15.2082,32.97,60,100,26.17,IS,1675809353
337,yamada,39.4667,141.95,34.09,88,99,9.1,JP,1675809353
338,kargasok,59.0556,80.8572,0.16,97,94,5.95,RU,1675809130
339,machaneng,-23.1862,27.4886,77.25,44,15,8.12,BW,1675809354
340,aksarayskiy,46.7924,48.0119,23.22,94,100,24.74,RU,1675809354
341,syracuse,37.0881,15.2792,47.57,58,100,16.51,IT,1675809355
342,saint-augustin,51.226,-58.6502,-3.41,86,1,4.09,CA,1675809077
343,innisfail,-17.5333,146.0333,80.55,89,88,12.57,AU,1675809355
344,polyarnyy,69.1989,33.4478,30.31,78,11,27.67,RU,1675809355
345,tete,-16.1564,33.5867,75.29,100,75,0.0,MZ,1675809356
346,bermejo,-32.8833,-68.8,96.71,23,0,5.75,AR,1675809356
347,xining,36.6167,101.7667,26.17,94,100,1.45,CN,1675809090
348,yunyang,33.4474,112.7142,42.4,73,100,7.72,CN,1675809357
349,at-bashi,41.1702,75.8106,2.19,54,33,5.23,KG,1675809357
350,jiguani,20.3667,-76.4272,73.18,69,42,15.79,CU,1675809357
351,solvychegodsk,61.3305,46.9156,18.48,95,100,10.04,RU,1675809358
352,ewa beach,21.3156,-158.0072,81.84,68,100,12.66,US,1675809358
353,shingu,33.7333,135.9833,45.43,83,1,7.47,JP,1675809358
354,kawalu,-7.3817,108.2082,72.14,95,100,2.08,ID,1675809359
355,karratha,-20.7377,116.8463,86.11,58,31,1.01,AU,1675809359
356,obo,5.3998,26.4869,74.89,18,26,5.68,CF,1675809359
357,mikhaylovka,50.06,43.2379,10.78,91,12,13.85,RU,1675809360
358,naze,28.3667,129.4833,59.92,72,82,12.95,JP,1675809360
359,domoni,-12.2569,44.5319,79.03,85,98,5.7,KM,1675809361
360,bongandanga,1.5,21.05,77.86,32,76,1.41,CD,1675809362
361,kadayanallur,9.0833,77.35,70.65,83,59,3.0,IN,1675809362
362,keti bandar,24.1447,67.4497,69.94,67,3,8.97,PK,1675809363
363,banska stiavnica,48.4486,18.91,15.15,91,16,4.14,SK,1675809364
364,chateaubelair,13.2833,-61.25,75.72,83,40,13.8,VC,1675809369
365,baykit,61.67,96.37,4.08,98,100,1.72,RU,1675809370
366,kribi,2.95,9.9167,79.45,81,36,7.23,CM,1675809372
367,torbay,47.6666,-52.7314,24.58,84,75,24.0,CA,1675809178
368,abu samrah,35.3029,37.1841,39.04,81,49,9.89,SY,1675809382
369,oktyabrskoye,43.0645,44.7417,15.94,92,100,11.18,RU,1675809383
370,lucapa,-8.4192,20.7447,66.25,90,100,3.11,AO,1675809389
371,lasa,46.6166,10.7002,29.28,74,4,1.25,IT,1675809395
372,aksarka,66.5606,67.7975,1.27,90,100,16.98,RU,1675809400
373,kargat,55.1956,80.2811,-9.47,100,96,5.3,RU,1675809400
374,provideniya,64.3833,-173.3,-2.09,71,100,11.18,RU,1675809401
375,pangnirtung,66.1451,-65.7125,-31.0,75,0,3.44,CA,1675809401
376,cabedelo,-6.9811,-34.8339,79.47,69,92,11.48,BR,1675809402
377,troitsk,54.0979,61.5773,-9.65,100,85,5.73,RU,1675809403
378,camacha,33.0833,-16.3333,54.82,82,75,8.05,PT,1675809403
379,brigantine,39.4101,-74.3646,43.03,82,0,8.99,US,1675809403
380,zhoucheng,35.9122,116.3117,37.99,61,100,6.51,CN,1675809404
381,altay,47.8667,88.1167,13.33,69,89,5.48,CN,1675809404
382,tigil,57.8,158.6667,-8.18,96,100,5.68,RU,1675809405
383,hay river,60.8156,-115.7999,-0.42,78,75,13.8,CA,1675809405
384,port blair,11.6667,92.75,77.04,83,40,2.3,IN,1675809405
385,tautira,-17.7333,-149.15,79.75,65,0,5.12,PF,1675809406
386,kemijarvi,66.7131,27.4306,25.16,87,33,8.23,FI,1675809406
387,salisbury,51.0693,-1.7957,35.02,93,0,2.3,GB,1675809407
388,lichuan,30.3,108.85,39.74,95,100,4.34,CN,1675809407
389,tazovskiy,67.4667,78.7,-13.77,99,99,4.88,RU,1675809155
390,coihueco,-36.6167,-71.8333,90.34,16,0,12.66,CL,1675809407
391,gamba,-2.65,10.0,77.45,81,81,2.08,GA,1675809408
392,saint george,37.1041,-113.5841,55.26,33,0,1.99,US,1675809408
393,port hawkesbury,45.6169,-61.3485,26.58,78,20,8.05,CA,1675809408
394,pangai,-19.8,-174.35,82.51,74,75,9.22,TO,1675809409
395,hibbing,47.4272,-92.9377,33.39,30,20,8.05,US,1675809409
396,sorland,67.667,12.6934,42.66,77,100,42.28,NO,1675809409
397,port hardy,50.6996,-127.4199,42.98,93,75,5.75,CA,1675809410
398,lagoa,39.05,-27.9833,55.69,60,72,15.01,PT,1675809410
399,greymouth,-42.4667,171.2,61.88,67,85,11.52,NZ,1675809410
400,cap malheureux,-19.9842,57.6142,76.46,81,39,7.0,MU,1675809411
401,cilegon,-6.0174,106.0538,77.5,85,100,1.03,ID,1675809411
402,yelkhovka,53.8667,50.2832,5.76,100,43,5.53,RU,1675809411
403,yar-sale,66.8333,70.8333,-2.42,91,99,15.32,RU,1675809412
404,peniche,39.3558,-9.3811,49.44,75,3,7.11,PT,1675809412
405,taoudenni,22.6783,-3.9836,66.81,20,90,11.36,ML,1675809412
406,meybod,32.2501,54.0166,60.82,40,1,22.32,IR,1675809412
407,coahuayana,18.7333,-103.6833,82.78,58,4,6.89,MX,1675809413
408,nanortalik,60.1432,-45.2371,4.93,68,35,21.99,GL,1675809352
409,syzran,53.1585,48.4681,-3.84,99,38,5.84,RU,1675809413
410,san vicente,-26.6167,-54.1333,77.0,37,22,2.59,AR,1675809413
411,kyren,51.6828,102.1408,0.05,83,15,1.66,RU,1675809414
412,touros,-5.1989,-35.4608,79.88,67,70,15.99,BR,1675809414
413,buraydah,26.326,43.975,52.25,41,100,6.31,SA,1675809412
414,vanavara,60.34,102.2797,-6.3,100,100,2.26,RU,1675809415
415,arrecife,28.963,-13.5477,60.78,67,20,2.3,ES,1675809415
416,aksu,41.1231,80.2644,23.54,72,3,5.35,CN,1675809186
417,beausejour,50.0622,-96.5167,29.97,89,36,8.97,CA,1675809415
418,nagorsk,59.3172,50.8078,10.99,93,100,8.25,RU,1675809416
419,la cruz,23.9167,-106.9,72.09,48,78,10.89,MX,1675809416
420,harper,4.375,-7.7169,79.54,85,87,7.05,LR,1675809416
421,plettenberg bay,-34.0527,23.3716,66.81,87,100,3.04,ZA,1675809417
422,tomatlan,19.9333,-105.25,81.9,50,48,10.29,MX,1675809240
423,kaitangata,-46.2817,169.8464,57.0,58,78,14.5,NZ,1675809346
424,halifax,44.6453,-63.5724,28.22,68,20,8.05,CA,1675809311
425,mankono,8.0586,-6.1897,82.89,50,90,6.35,CI,1675809418
426,bairiki,1.3292,172.9752,84.2,70,20,14.97,KI,1675809418
427,ferme-neuve,46.7001,-75.4493,30.76,95,100,11.03,CA,1675809418
428,aizpute,56.7167,21.6,34.83,94,100,8.48,LV,1675809419
429,kwakoa,-3.7667,37.7167,71.33,76,89,4.05,TZ,1675809419
430,nigran,42.1415,-8.8066,43.57,56,0,8.05,ES,1675809419
431,bubaque,11.2833,-15.8333,75.22,70,32,17.07,GW,1675809309
432,kaeo,-35.1,173.7833,74.32,73,59,5.7,NZ,1675809420
433,mount isa,-20.7333,139.5,82.17,69,75,9.22,AU,1675809420
434,biak,-0.9131,122.8766,77.04,81,100,3.94,ID,1675809421
435,ginir,7.1333,40.7,59.0,24,13,6.31,ET,1675809421
436,yeppoon,-23.1333,150.7333,78.58,70,75,18.75,AU,1675809352
437,santa maria,-29.6842,-53.8069,87.1,33,20,3.44,BR,1675809421
438,esmeralda,21.8525,-78.1169,75.38,73,47,14.47,CU,1675809345
439,key west,24.5557,-81.7826,78.8,67,0,19.57,US,1675809277
440,kaduqli,11.0167,29.7167,72.28,17,0,14.2,SD,1675809424
441,udaipura,23.0833,78.5,58.53,29,0,3.24,IN,1675809424
442,wewak,-3.5534,143.6268,76.77,90,100,3.27,PG,1675809425
443,allen,41.0706,-85.0144,51.89,68,40,18.41,US,1675809399
444,sabha,27.0377,14.4283,57.4,31,100,14.32,LY,1675809426
445,ures,29.4333,-110.4,68.85,11,0,12.21,MX,1675809426
446,fereydunshahr,32.941,50.121,15.15,97,66,6.15,IR,1675809427
447,kaohsiung,22.6163,120.3133,67.03,86,40,3.44,TW,1675809302
448,alice springs,-23.7,133.8833,78.35,73,4,5.75,AU,1675809189
449,katuli,7.4333,124.2167,70.79,79,100,4.34,PH,1675809428
450,puerto cabezas,14.0351,-83.3888,84.16,84,20,11.5,NI,1675809428
451,goundam,16.4145,-3.6708,77.56,11,92,10.49,ML,1675809429
452,port hedland,-20.3167,118.5667,82.45,83,4,0.0,AU,1675809429
453,viedma,-40.8135,-62.9967,72.18,63,15,12.39,AR,1675809290
454,saint-louis,16.3333,-15.0,73.04,17,41,11.3,SN,1675809371
455,miguel hidalgo,19.4225,-99.2028,76.59,12,20,11.5,MX,1675809378
456,tarauaca,-8.1614,-70.7656,74.03,95,86,2.39,BR,1675809431
457,ushtobe,45.2514,77.9838,22.59,94,27,6.55,KZ,1675809432
458,lugovoy,42.9472,72.7644,28.85,73,100,4.38,KZ,1675809432
459,richards bay,-28.783,32.0377,73.22,96,52,4.21,ZA,1675809231
460,ishigaki,24.3448,124.1572,68.13,83,100,12.66,JP,1675809433
461,chitral,35.8462,71.7858,25.23,50,1,8.77,PK,1675809434
462,terra santa,-2.1042,-56.4869,75.49,95,87,2.26,BR,1675809435
463,corinto,37.9407,22.9573,41.9,79,95,5.37,GR,1675809436
464,chingirlau,51.095,54.0814,-3.23,99,8,5.08,KZ,1675809436
465,siavonga,-16.5382,28.7088,72.81,81,8,4.43,ZM,1675809437
466,praia,14.9215,-23.5087,68.54,64,20,21.85,CV,1675809438
467,colares,38.7992,-9.4469,51.89,70,6,11.99,PT,1675809439
468,tazmalt,36.3868,4.3989,48.58,66,100,2.82,DZ,1675809440
469,zhuhai,22.2769,113.5678,67.86,88,40,11.5,CN,1675809440
470,shimoda,34.6667,138.95,48.11,76,89,6.02,JP,1675809441
471,mana,5.6592,-53.7767,75.79,89,23,9.98,GF,1675809441
472,san rafael del sur,11.8485,-86.4384,88.77,46,17,17.94,NI,1675809442
473,porto santo,33.072,-16.3415,57.58,82,75,8.05,PT,1675809176
474,pemba,-12.974,40.5178,76.35,86,100,8.63,MZ,1675809443
475,alexandria,31.2156,29.9553,48.74,62,88,13.11,EG,1675809417
476,madison,34.7334,-86.5667,74.55,43,75,8.05,US,1675809242
477,kenora,49.8167,-94.4337,23.97,63,75,10.36,CA,1675809444
478,okha,53.5739,142.9478,-12.6,88,100,6.89,RU,1675809445
479,bileca,42.8719,18.4297,31.89,80,7,7.23,BA,1675809445
480,ulladulla,-35.35,150.4667,65.59,90,100,5.08,AU,1675809445
481,bone,51.9669,12.1396,26.89,83,56,4.38,DE,1675809446
482,pitimbu,-7.4706,-34.8086,79.39,67,98,10.51,BR,1675809447
483,tornio,65.8481,24.1466,24.82,90,18,6.76,FI,1675809447
484,ivanivka,46.7208,34.553,25.74,60,100,18.07,UA,1675809448
485,sao filipe,14.8961,-24.4956,68.86,64,3,12.68,CV,1675809448
486,saint-francois,46.4154,3.9054,32.95,86,0,1.14,FR,1675809449
487,araripe,-7.2125,-40.0461,71.92,64,91,3.78,BR,1675809450
488,atbasar,51.8,68.3333,3.69,98,98,3.74,KZ,1675809450
489,wyndham,37.6985,-77.6125,56.19,52,0,11.5,US,1675809451
490,murud,18.3258,72.965,69.69,63,12,3.69,IN,1675809451
491,petropavlovsk-kamchatskiy,53.0452,158.6483,-5.21,77,20,6.71,RU,1675809452
492,klaeng,12.7797,101.6483,83.95,100,33,1.86,TH,1675809452
493,acapulco,16.8634,-99.8901,84.02,65,20,14.97,MX,1675809452
494,empalme,27.9667,-110.8167,77.05,15,0,13.8,MX,1675809453
495,parit buntar,5.1267,100.4932,78.78,89,99,3.69,MY,1675809454
496,coos bay,43.3665,-124.2179,54.0,93,100,17.27,US,1675809188
497,aliwal north,-30.6937,26.7114,63.09,84,98,15.1,ZA,1675809455
498,san quintin,30.4833,-115.95,63.54,41,0,10.56,MX,1675809169
499,ekhabi,53.5102,142.9671,-12.69,89,100,6.96,RU,1675809457
500,broken hill,-31.95,141.4333,77.97,22,0,13.62,AU,1675809458
501,dryden,49.7833,-92.7503,21.49,63,100,6.91,CA,1675809458
502,marawi,7.9986,124.2928,64.08,90,93,1.36,PH,1675809459
503,guozhen,34.3659,107.359,41.65,73,100,1.97,CN,1675809460
504,macapa,0.0389,-51.0664,76.98,100,40,5.75,BR,1675809460
505,tilichiki,60.4667,166.1,-24.59,92,39,9.57,RU,1675809199
506,la fria,8.2203,-72.2439,84.31,61,57,3.06,VE,1675809461
507,demirci,39.0461,28.6589,20.57,85,81,6.67,TR,1675809461
508,patacamaya,-17.2333,-67.9167,49.84,75,87,7.18,BO,1675809461
509,havoysund,70.9963,24.6622,34.03,72,61,30.82,NO,1675809462
510,formosa,-26.1775,-58.1781,98.58,28,0,9.22,AR,1675809462
511,makat,47.6469,53.3463,21.43,78,100,19.57,KZ,1675809463
512,arica,-18.475,-70.3042,80.15,73,0,11.5,CL,1675809463
513,grand gaube,-20.0064,57.6608,79.2,81,36,7.0,MU,1675809464
514,baker city,44.7749,-117.8344,40.71,61,75,16.11,US,1675809464
515,kieta,-6.2167,155.6333,81.9,79,89,8.57,PG,1675809465
516,teguise,29.0605,-13.564,57.42,67,20,2.3,ES,1675809465
517,charyshskoye,51.3978,83.5598,14.47,97,97,0.89,RU,1675809466
518,sambava,-14.2667,50.1667,74.89,89,85,7.72,MG,1675809466
519,taltal,-25.4,-70.4833,71.37,78,57,5.88,CL,1675809466
520,vao,-22.6667,167.4833,79.57,71,39,12.53,NC,1675809467
521,abay,49.6311,72.8539,-19.82,100,100,2.8,KZ,1675809467
522,kautokeino,69.0125,23.0412,25.81,77,11,10.47,NO,1675809467
523,aguimes,27.9054,-15.4461,57.83,67,40,8.05,ES,1675809468
524,tabory,58.5198,64.5495,-13.45,100,100,2.51,RU,1675809468
525,marzuq,14.4,46.4667,62.49,56,9,4.94,YE,1675809469
526,balaipungut,1.05,101.2833,74.08,95,100,1.52,ID,1675809469
527,lebanon,36.2081,-86.2911,68.22,55,20,12.66,US,1675809469
528,aneho,6.2333,1.6,82.6,80,72,10.31,TG,1675809470
529,opuwo,-18.0607,13.84,66.94,53,98,6.58,NA,1675809291
530,priladozhskiy,59.85,31.4833,26.53,1,100,11.74,RU,1675809470
531,karpogory,64.0019,44.4451,28.33,94,100,11.65,RU,1675809470
532,bandarbeyla,9.4942,50.8122,75.94,77,56,13.6,SO,1675809471
533,keetmanshoop,-26.5833,18.1333,74.46,56,62,10.94,NA,1675809471
534,pontianak,-0.0333,109.3333,75.18,100,100,2.3,ID,1675809471
535,zhigalovo,54.8097,105.1578,-7.82,100,100,1.52,RU,1675809472
536,allende,25.2833,-100.0167,86.59,27,42,7.29,MX,1675809472
537,hamilton,39.1834,-84.5333,55.24,80,100,9.22,US,1675809472
538,hasaki,35.7333,140.8333,46.8,75,100,22.57,JP,1675809473
539,cervo,43.6702,-7.4101,44.96,74,85,19.98,ES,1675809473
540,ambilobe,-13.2,49.05,72.81,96,99,1.79,MG,1675809473
541,sochi,43.6,39.7303,39.29,83,100,15.43,RU,1675809180
542,presidente medici,-11.1753,-61.9014,73.71,94,25,4.03,BR,1675809474
543,matara,5.9485,80.5353,74.17,91,62,4.52,LK,1675809474
544,nioro,13.35,-15.75,79.05,17,24,7.7,GM,1675809474
545,kashima,33.1061,130.0906,40.71,82,38,4.41,JP,1675809474
546,nizhnevartovsk,60.9344,76.5531,-20.18,76,40,4.47,RU,1675809423
547,mitzic,0.7821,11.549,69.35,94,62,3.13,GA,1675809475
548,arman,59.7,150.1667,-20.99,82,61,8.25,RU,1675809475
549,severnyy,50.677,36.5532,10.44,85,0,8.99,RU,1675809476
